"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
0.581,0.789,98.630,0,0,0,0,0,377,0,0,1055,1288,1,0,7,4589944832,19310268416,2301902848,37679489024,0,0,0,0,1055,1288,0.582,0.790,98.628,0,0
0.167,0.543,99.248,0.042,0,0,618496,0,504,0,0,1083,1687,0,0,2,4590202880,19310563328,2301902848,37678936064,0,0,0,618496,1083,1687,0.167,0.542,99.250,0.042,0
1.914,1.914,96.005,0.166,0,0,7327744,18446744073709449216,18446744073709412352,0,0,5122,7668,1,3,51,4582588416,19324084224,2301902848,37679038464,0,0,0,7327744,5122,7668,1.918,1.877,96.038,0.167,0
4.682,2.926,91.012,1.380,0,0,27590656,18446744073709506560,18446744073709490176,0,0,10928,21628,1,0,135,3930800128,19978096640,2301911040,37678678016,0,0,0,27590656,10928,21628,4.716,2.922,90.985,1.377,0
2.002,1.918,95.913,0.167,0,16384,2605056,18446744073709467648,18446744073709490176,0,0,5267,8530,0,0,46,3920347136,19992166400,2301915136,37678579712,0,0,16384,2605056,5267,8530,1.961,1.919,95.953,0.167,0
0.167,0.626,99.208,0,0,0,0,80,164,0,0,491,861,1,0,5,3920674816,19992125440,2301915136,37678579712,0,0,0,0,493,865,0.167,0.668,99.165,0,0
0.583,0.750,98.667,0,0,0,20480,0,84,0,0,1498,2772,2,0,15,3841327104,20071694336,2301915136,37678358528,0,0,0,20480,1506,2821,0.584,0.709,98.708,0,0
4.487,3.365,91.774,0.374,0,0,2822144,18446744073709547520,18446744073709531136,0,0,10472,17552,1,0,269,3822211072,20336103424,2301919232,37437661184,0,0,0,2822144,10462,17499,4.479,3.360,91.788,0.373,0
4.127,2.084,92.497,1.292,0,0,30576640,746,767,0,0,5225,9810,17,1,105,3834163200,20296937472,2301919232,37465063424,0,0,0,30576640,5234,9871,4.375,2.083,92.250,1.292,0
8.685,5.887,83.800,1.628,0,0,5738496,0,1314,0,0,17710,43700,1,0,533,3938537472,20190793728,2301927424,37465575424,0,0,0,5873664,17704,43649,8.431,5.927,84.015,1.628,0
12.876,3.052,80.309,3.763,0,7716864,103170048,80,5562,0,0,9062,34035,5,0,156,4147736576,19874267136,2301935616,37567635456,0,0,7716864,103034880,9059,34025,12.929,3.054,80.251,3.766,0
20.099,3.639,75.558,0.703,0,0,12976128,240,12770,0,0,11678,26848,4,3,217,4237041664,19675688960,2301943808,37672755200,0,0,0,13008896,11679,26850,20.149,3.641,75.507,0.703,0
21.201,4.099,69.772,4.928,0,0,106549248,80,6367,0,0,7689,31913,8,0,104,4392034304,19542302720,2301960192,37651628032,0,0,0,106516480,7689,31952,21.192,4.098,69.743,4.967,0
34.327,2.692,62.857,0.124,0,0,184320,160,3388,0,0,6039,22223,5,0,43,4552699904,19379220480,2301960192,37651619840,0,0,0,184320,6038,22182,34.370,2.653,62.894,0.083,0
46.497,2.377,50.959,0.167,0,0,663552,3238,5568,0,0,6586,20554,9,1,36,4694343680,19236216832,2301964288,37651648512,0,0,0,663552,6586,20554,46.484,2.414,50.936,0.166,0
5.953,0.666,93.339,0.042,0,0,86016,20697,25746,0,0,2487,5648,2,0,31,4702629888,19226939392,2301964288,37651771392,0,0,0,86016,2488,5652,5.833,0.625,93.500,0.042,0
5.780,1.746,92.474,0,0,0,528384,6191,7095,0,0,2025,4693,2,0,24,4755427328,19172114432,2301964288,37651824640,0,0,0,528384,2024,4689,5.745,1.749,92.506,0,0
9.374,1.410,89.175,0.041,0,196608,204800,125024,126553,0,0,3397,9542,2,1,9,4792741888,19134300160,2301964288,37651832832,0,0,196608,204800,3399,9580,9.403,1.408,89.147,0.041,0
7.446,1.872,90.641,0.042,0,147456,221184,61249,62128,0,0,4701,9592,1,0,58,4583260160,19316547584,2301964288,37679046656,0,0,147456,221184,4699,9554,7.407,1.873,90.678,0.042,0
3.254,1.335,95.411,0,0,0,0,0,629,0,0,2160,2435,1,0,17,4584022016,19316023296,2301964288,37679198208,0,0,0,0,2160,2441,3.258,1.337,95.405,0,0
2.956,0.083,96.961,0,0,0,0,0,377,0,0,994,1382,2,0,6,4558278656,19341733888,2301964288,37679198208,0,0,0,0,996,1418,2.951,0.125,96.924,0,0
2.793,1.167,96.040,0,0,0,0,0,252,0,0,1209,1692,0,0,3,4557922304,19342163968,2301964288,37679198208,0,0,0,0,1207,1650,2.793,1.125,96.082,0,0
3.087,1.168,95.745,0,0,0,0,0,252,0,0,1441,1686,1,0,7,4557299712,19342721024,2301964288,37679198208,0,0,0,0,1441,1686,3.129,1.168,95.703,0,0
1.624,1.291,97.044,0.042,0,0,299008,0,1092,0,0,1211,2143,0,0,7,4586139648,19313872896,2301964288,37679202304,0,0,0,299008,1211,2143,1.583,1.291,97.085,0.042,0
0.292,1.208,98.501,0,0,0,0,0,742,0,0,1099,1592,1,0,7,4586336256,19313684480,2301964288,37679202304,0,0,0,0,1099,1592,0.292,1.209,98.499,0,0
0.167,0.542,99.292,0,0,0,0,0,1002,0,0,924,1502,0,0,2,4587040768,19313037312,2301964288,37679202304,0,0,0,0,924,1502,0.166,0.541,99.293,0,0
0.250,1.002,98.748,0,0,0,0,0,949,0,0,1039,1542,0,0,7,4586663936,19313283072,2301964288,37679218688,0,0,0,0,1039,1542,0.250,1.043,98.707,0,0
0.333,1.291,98.376,0,0,0,614400,0,629,0,0,1294,1682,0,1,7,4587270144,19313115136,2301964288,37678804992,0,0,0,618496,1297,1687,0.333,1.250,98.417,0,0
0.417,1.252,98.331,0,0,0,4096,0,629,0,0,1755,2989,1,0,24,4590944256,19309441024,2301964288,37678804992,0,0,0,0,1794,3021,0.417,1.252,98.331,0,0
4.384,2.589,91.816,1.211,0,0,32915456,18446744073709432832,18446744073709383680,0,0,9626,18047,2,0,121,3944321024,19962466304,2301964288,37678350336,0,0,0,32915456,9584,18010,4.388,2.591,91.809,1.212,0
2.848,1.926,94.765,0.461,0,16384,4075520,18446744073709459456,18446744073709477888,0,0,8747,15669,1,0,87,3921461248,19990589440,2301968384,37678309376,0,0,16384,4075520,8747,15669,2.845,1.925,94.770,0.460,0
2.672,2.839,94.113,0.376,0,0,2854912,18446744073709547520,18446744073709531136,0,0,7256,13231,1,0,154,3825102848,20331724800,2301968384,37438414848,0,0,0,2854912,7256,13231,2.672,2.839,94.113,0.376,0
4.232,2.697,92.324,0.747,0,0,409600,160,160,0,0,6528,11967,1,0,193,3834462208,20295970816,2301968384,37465382912,0,0,0,409600,6530,11988,4.231,2.696,92.327,0.747,0
7.468,4.464,85.774,2.295,0,0,35266560,80,582,0,0,13108,30214,9,0,304,3996913664,20132691968,2301976576,37465686016,0,0,0,35266560,13161,30227,7.596,4.508,85.601,2.295,0
5.259,3.064,89.896,1.781,0,16384,97239040,144,2347,0,0,10938,28395,2,1,270,4170256384,19853500416,2301976576,37566808064,0,0,16384,97239040,10883,28361,5.141,3.027,90.050,1.783,0
7.455,1.416,90.462,0.666,0,7700480,6103040,160,10547,0,0,4556,8799,2,0,67,4125618176,19896238080,2301976576,37567746048,0,0,7700480,6103040,4556,8799,7.491,1.457,90.387,0.666,0
5.618,2.996,84.852,6.533,0,0,113856512,80,6127,0,0,7442,26340,3,2,146,4150673408,19692490752,2301980672,37742407680,0,0,0,114008064,7490,26358,5.616,3.037,84.817,6.531,0
15.844,3.899,79.137,1.120,0,0,5922816,80,1389,0,0,11548,33228,5,0,228,4242411520,19691716608,2301992960,37651693568,0,0,0,5771264,11500,33250,15.822,3.821,79.236,1.121,0
16.480,2.070,81.449,0,0,0,0,160,5980,0,0,5891,16576,4,0,70,4386852864,19545063424,2301992960,37651963904,0,0,0,0,5891,16536,16.480,2.070,81.449,0,0
24.322,1.752,73.926,0,0,0,0,93,3833,0,0,4767,21182,10,0,28,4527960064,19402117120,2301992960,37651976192,0,0,0,0,4767,21202,24.480,1.749,73.772,0,0
34.967,3.073,61.919,0.042,0,0,421888,26016,27517,0,0,6300,23423,10,0,62,4675620864,19252178944,2301992960,37652049920,0,0,0,421888,6300,23414,34.846,3.081,62.032,0.042,0
42.815,2.548,54.470,0.167,0,0,724992,14773,15471,0,0,7335,18703,2,0,22,4778053632,19147784192,2301997056,37652152320,0,0,0,724992,7335,18692,42.821,2.546,54.466,0.167,0
5.523,1.661,92.110,0.706,0,0,1437696,106659,108755,0,0,3458,9217,0,1,9,4775415808,19149893632,2302005248,37652287488,0,0,0,1437696,3460,9220,5.477,1.660,92.158,0.705,0
1.667,0.750,94.750,2.833,0,0,5218304,0,699,0,0,2743,4790,1,1,7,4776300544,19148529664,2302021632,37652611072,0,0,0,5238784,2741,4787,1.709,0.792,94.664,2.835,0
9.245,1.451,88.599,0.705,0,344064,1589248,84633,85137,0,0,5373,12747,1,0,49,4587122688,19323973632,2302025728,37666295808,0,0,344064,1568768,5373,12747,9.200,1.409,88.686,0.705,0
4.975,1.451,93.574,0,0,0,0,0,629,0,0,2205,2772,1,0,17,4594704384,19302510592,2302025728,37680160768,0,0,0,0,2205,2772,4.973,1.492,93.535,0,0
3.249,1.083,95.668,0,0,0,0,0,699,0,0,1334,1449,1,0,7,4595834880,19301380096,2302025728,37680160768,0,0,0,0,1334,1449,3.250,1.042,95.708,0,0
2.869,1.331,95.800,0,0,0,0,0,1204,0,0,1316,1727,1,0,7,4587741184,19309457408,2302025728,37680160768,0,0,0,0,1317,1729,2.869,1.331,95.800,0,0
3.254,0.501,96.245,0,0,0,0,0,742,0,0,1194,1617,2,0,7,4588965888,19308183552,2302025728,37680160768,0,0,0,0,1194,1617,3.257,0.543,96.200,0,0
3.289,0.874,95.795,0.042,0,0,274432,0,322,0,0,1177,1416,4,0,2,4592279552,19304902656,2302025728,37680160768,0,0,0,274432,1176,1440,3.290,0.833,95.835,0.042,0
0.626,1.293,98.082,0,0,0,0,0,1252,0,0,1163,1880,0,0,7,4596199424,19300921344,2302025728,37680173056,0,0,0,0,1163,1854,0.625,1.291,98.084,0,0
0.209,1.168,98.623,0,0,0,0,0,377,0,0,1087,1335,1,0,7,4597284864,19299831808,2302025728,37680177152,0,0,0,0,1087,1335,0.209,1.168,98.623,0,0
0.251,1.337,98.413,0,0,0,0,0,70,0,0,1980,2307,1,0,17,4592267264,19305725952,2302025728,37680173056,0,0,0,0,1982,2311,0.251,1.337,98.413,0,0
0.209,0.375,99.416,0,0,0,0,0,377,0,0,900,1561,1,0,7,4591398912,19306594304,2302025728,37680173056,0,0,0,0,898,1557,0.209,0.375,99.416,0,0
0.125,0.960,98.874,0.042,0,0,618496,0,377,0,0,1004,1437,0,0,2,4590788608,19307757568,2302025728,37679620096,0,0,0,618496,1004,1437,0.125,0.959,98.874,0.042,0
2.166,2.124,94.877,0.833,0,0,30822400,18446744073709449216,18446744073709418496,0,0,6197,9845,5,0,74,4596326400,19308056576,2302025728,37679595520,0,0,0,30822400,6201,9850,2.168,2.127,94.871,0.834,0
4.682,2.801,92.057,0.460,0,0,5246976,18446744073709512704,18446744073709494272,0,0,10622,20885,0,0,113,3933270016,19975176192,2302025728,37679190016,0,0,0,5246976,10618,20880,4.678,2.799,92.063,0.459,0
1.297,2.049,96.487,0.167,0,16384,1380352,18446744073709467648,18446744073709490176,0,0,4278,7685,1,0,41,3925811200,19984281600,2302033920,37679165440,0,0,16384,1380352,4278,7685,1.298,2.093,96.442,0.167,0
0.125,0.167,99.708,0,0,0,0,80,164,0,0,598,1157,0,0,0,3924107264,19986165760,2302033920,37679136768,0,0,0,0,598,1157,0.125,0.125,99.750,0,0
0.208,1.249,98.542,0,0,0,0,0,84,0,0,641,1091,0,0,5,3924176896,19986096128,2302033920,37679136768,0,0,0,0,641,1091,0.208,1.249,98.542,0,0
1.713,1.588,96.615,0.084,0,0,1605632,18446744073709547520,18446744073709537280,0,0,4212,7621,1,0,45,3832197120,20079349760,2302033920,37678858240,0,0,0,1605632,4221,7654,1.713,1.587,96.617,0.084,0
4.499,3.879,91.457,0.165,0,0,1163264,48,18446744073709545472,0,0,11108,19085,1,0,399,3814637568,20341575680,2302033920,37438345216,0,0,0,1163264,11099,19054,4.506,3.886,91.443,0.165,0
4.512,2.442,92.591,0.455,0,0,24289280,240,240,0,0,6066,10274,1,2,129,3838791680,20289658880,2302033920,37465731072,0,0,0,24289280,6066,10272,4.510,2.441,92.553,0.496,0
8.570,5.518,84.323,1.589,0,0,12132352,0,1278,0,0,17486,42293,2,0,517,3935817728,20191068160,2302046208,37466083328,0,0,0,12132352,17497,42321,8.608,5.558,84.288,1.546,0
7.982,3.598,85.732,2.688,0,7716864,102924288,0,1994,0,0,8258,21820,3,0,192,4111110144,19908341760,2302058496,37568151552,0,0,7716864,102924288,8247,21821,7.982,3.598,85.732,2.688,0
21.346,4.236,73.422,0.997,0,0,11423744,320,14705,0,0,11645,32893,4,0,192,4254851072,19658899456,2302083072,37669568512,0,0,0,11423744,11645,32864,21.322,4.198,73.483,0.998,0
18.859,3.747,74.688,2.706,0,0,108916736,160,6707,0,0,8663,26791,4,0,135,4387201024,19544829952,2302103552,37652148224,0,0,0,108916736,8663,26792,18.859,3.747,74.688,2.706,0
29.983,1.910,68.106,0,0,0,0,0,5943,0,0,5694,24576,13,0,46,4523929600,19405447168,2302103552,37652180992,0,0,0,0,5694,24605,30.116,1.947,67.937,0,0
39.243,1.998,58.760,0,0,0,0,80,2207,0,0,5851,18123,12,0,11,4686663680,19241156608,2302103552,37652221952,0,0,0,0,5852,18098,39.132,1.961,58.907,0,0
26.445,2.079,71.268,0.208,0,0,888832,30182,35203,0,0,5552,13961,2,0,62,4707930112,19217641472,2302107648,37652369408,0,0,0,888832,5551,13956,26.401,2.076,71.316,0.208,0
6.198,1.498,92.263,0.042,0,0,77824,59320,60294,0,0,2357,6405,1,0,7,4741533696,19182927872,2302107648,37652373504,0,0,0,77824,2357,6405,6.208,1.500,92.250,0.042,0
5.017,1.493,92.081,1.410,0,0,4128768,7554,8011,0,0,3242,6372,1,1,8,4746600448,19177562112,2302189568,37652508672,0,0,0,4128768,3242,6372,5.010,1.491,92.091,1.408,0
6.044,1.084,91.496,1.376,0,344064,3428352,46700,48329,0,0,3379,7533,2,1,11,4785045504,19138183168,2302230528,37653049344,0,0,344064,3428352,3379,7533,6.049,1.126,91.448,1.377,0
9.023,1.331,88.399,1.247,0,0,1728512,101642,102271,0,0,4802,12055,1,0,16,4818051072,19105808384,2302234624,37652934656,0,0,0,1728512,4802,12067,9.064,1.289,88.399,1.247,0
3.872,1.873,93.547,0.708,0,0,1146880,160175,160804,0,0,3383,9247,1,0,7,4852248576,19071361024,2302234624,37652865024,0,0,0,1146880,3384,9245,3.829,1.914,93.550,0.707,0
4.168,1.709,93.164,0.959,0,0,1511424,152976,153480,0,0,3787,10183,1,1,7,4885147648,19038117888,2302263296,37653073920,0,0,0,1531904,3788,10178,4.165,1.666,93.211,0.958,0
4.196,1.828,93.062,0.914,0,0,1613824,135733,136657,0,0,4007,10822,0,1,7,4908732416,19014098944,2302300160,37653340160,0,0,0,1593344,4005,10817,4.200,1.871,93.015,0.915,0
4.319,0.623,93.812,1.246,0,0,1724416,128803,130077,0,0,3416,9026,2,0,9,4932587520,18990456832,2302332928,37652905984,0,0,0,1724416,3416,9026,4.321,0.623,93.810,1.246,0
4.128,1.376,93.578,0.917,0,0,1376256,167372,167582,0,0,3464,9779,1,0,2,4965330944,18957176832,2302345216,37653200896,0,0,0,1376256,3470,9802,4.123,1.333,93.628,0.916,0
4.043,1.501,93.789,0.667,0,0,860160,169188,169188,0,0,3207,8723,2,0,7,5000372224,18921820160,2302353408,37653368832,0,0,0,860160,3202,8711,4.045,1.501,93.786,0.667,0
4.833,1.500,93.625,0.042,0,0,176128,237522,238647,0,0,3274,10284,0,0,7,5048786944,18873282560,2302353408,37653401600,0,0,0,176128,3275,10276,4.831,1.499,93.628,0.042,0
4.952,1.665,92.717,0.666,0,0,1150976,183276,183653,0,0,3587,10395,1,0,7,5069578240,18852265984,2302369792,37653528576,0,0,0,1150976,3587,10419,4.952,1.665,92.717,0.666,0
5.752,0.667,92.288,1.292,0,0,5615616,136320,136697,0,0,3820,10768,1,1,12,5073223680,18851991552,2302390272,37649924096,0,0,0,5636096,3821,10748,5.755,0.709,92.244,1.293,0
3.821,1.412,93.812,0.955,0,0,1269760,168733,168985,0,0,3029,8582,1,0,2,5077352448,18847862784,2302398464,37649768448,0,0,0,1249280,3026,8585,3.825,1.372,93.846,0.956,0
3.779,1.744,93.563,0.914,0,16384,1654784,149508,150012,0,0,3765,9750,1,0,7,5077590016,18847309824,2302423040,37649969152,0,0,16384,1654784,3765,9744,3.779,1.744,93.563,0.914,0
3.512,1.589,93.436,1.463,0,0,1982464,126971,127475,0,0,3965,10043,0,0,12,5081186304,18843815936,2302455808,37649768448,0,0,0,1982464,3966,10040,3.510,1.588,93.439,1.463,0
3.458,1.417,94.333,0.792,0,0,1433600,176650,177154,0,0,3219,8893,1,1,7,5082357760,18842361856,2302464000,37649960960,0,0,0,1458176,3220,8896,3.453,1.414,94.301,0.832,0
3.414,0.583,95.129,0.874,0,0,1384448,163646,163898,0,0,3121,9295,3,0,7,5084807168,18839916544,2302480384,37650071552,0,0,0,1359872,3119,9308,3.457,0.583,95.127,0.833,0
4.281,1.621,94.057,0.042,0,0,176128,243819,244071,0,0,3261,9949,1,0,2,5092663296,18831958016,2302480384,37650157568,0,0,0,176128,3262,9934,4.241,1.622,94.096,0.042,0
4.075,2.079,93.638,0.208,0,0,1318912,150892,151144,0,0,6361,17154,6,0,87,4604690432,19318738944,2302488576,37651255296,0,0,0,1318912,6369,17228,4.113,2.077,93.602,0.208,0
4.111,2.658,93.023,0.208,0,0,1097728,0,0,0,0,5727,24960,0,1,67,4608663552,19242024960,2302496768,37722877952,0,0,0,1097728,5721,24889,4.073,2.660,93.059,0.208,0
5.093,2.816,92.050,0.041,0,0,57344,0,420,0,0,4683,33824,2,0,29,4636012544,19082354688,2302504960,37852479488,0,0,0,57344,4680,33839,5.137,2.858,91.964,0.041,0
4.617,2.163,93.178,0.042,0,0,2936832,0,0,0,0,3550,26860,1,0,2,4633460736,18916012032,2302504960,38018551808,0,0,0,2936832,3550,26865,4.574,2.121,93.264,0.042,0
4.515,2.759,92.726,0,0,0,0,0,630,0,0,3588,26853,1,0,10,4631748608,18752442368,2302504960,38181355520,0,0,0,0,3588,26844,4.521,2.763,92.717,0,0
4.205,2.290,93.047,0.458,0,4915200,2400256,0,280,0,0,6461,23087,2,0,64,4633743360,18658758656,2302513152,38271610880,0,0,4915200,2400256,6461,23091,4.205,2.290,93.047,0.458,0
3.503,2.085,93.995,0.417,0,0,1536000,0,0,0,0,4780,12159,1,0,75,4605677568,18641940480,2302525440,38315220992,0,0,0,1536000,4780,12139,3.503,2.085,93.995,0.417,0
0.751,0.834,98.415,0,0,0,2252800,0,1195,0,0,1767,2631,1,0,15,4609032192,18638614528,2302525440,38315225088,0,0,0,2252800,1767,2631,0.750,0.875,98.374,0,0
0.250,0.542,99.208,0,0,0,0,0,377,0,0,910,1507,0,0,2,4608466944,18639179776,2302525440,38315225088,0,0,0,0,910,1507,0.250,0.541,99.209,0,0
0.333,1.207,98.460,0,0,0,0,0,377,0,0,980,1591,0,0,7,4608614400,18639003648,2302525440,38315253760,0,0,0,0,980,1591,0.333,1.166,98.501,0,0
0.292,1.334,98.374,0,0,0,0,0,252,0,0,1076,1620,0,0,7,4608282624,18639335424,2302525440,38315253760,0,0,0,0,1076,1620,0.292,1.334,98.374,0,0
0.208,1.208,98.542,0.042,0,0,417792,0,504,0,0,1009,1395,0,0,7,4608839680,18638770176,2302525440,38315253760,0,0,0,417792,1009,1395,0.208,1.208,98.542,0.042,0
0.209,0.501,99.290,0,0,0,40960,0,504,0,0,954,1608,1,0,7,4608618496,18638987264,2302525440,38315257856,0,0,0,40960,955,1610,0.209,0.542,99.249,0,0
0.208,0.875,98.916,0,0,0,0,0,504,0,0,1035,1589,0,0,2,4608364544,18639241216,2302525440,38315257856,0,0,0,0,1034,1587,0.209,0.834,98.957,0,0
0.292,1.125,98.583,0,0,0,0,0,252,0,0,1135,1381,0,0,7,4608397312,18639208448,2302525440,38315257856,0,0,0,0,1135,1381,0.292,1.125,98.583,0,0
0.375,1.207,98.418,0,0,0,0,0,252,0,0,979,1484,0,0,7,4608585728,18639015936,2302525440,38315261952,0,0,0,0,980,1484,0.375,1.207,98.418,0,0
0.250,1.209,98.540,0,0,0,90112,0,252,0,0,976,1461,0,0,7,4608442368,18639159296,2302525440,38315261952,0,0,0,90112,977,1465,0.250,1.251,98.499,0,0
1.548,1.088,95.690,1.674,0,0,119570432,18446744073708238848,18446744073707958272,0,0,4535,7162,1,1,51,4604305408,18649657344,2302529536,38315216896,0,0,0,120881152,4535,7158,1.550,1.089,95.685,1.676,0
0.417,1.125,93.706,4.752,0,0,268886016,80,80,0,0,2047,5043,0,2,2,4602707968,18651521024,2302529536,38315220992,0,0,0,267575296,2045,5043,0.416,1.083,93.753,4.748,0
4.373,2.957,91.129,1.541,0,0,69738496,18446744073709258752,18446744073709252608,0,0,10499,34154,0,0,123,3943473152,19313094656,2302537728,38314602496,0,0,0,69738496,10499,34154,4.373,2.957,91.129,1.541,0
1.841,2.134,95.858,0.167,0,16384,2424832,18446744073708314624,18446744073708574720,0,0,5865,9978,0,0,49,3930570752,19330162688,2302541824,38314491904,0,0,16384,2424832,5865,9978,1.841,2.134,95.858,0.167,0
1.500,1.833,96.583,0.083,0,0,1564672,18446744073709496320,18446744073709475840,0,0,4461,7813,1,0,41,3839143936,19422375936,2302541824,38314209280,0,0,0,1564672,4462,7815,1.541,1.833,96.543,0.083,0
4.602,2.529,92.620,0.249,0,0,1372160,112,18446744073709543424,0,0,11164,18832,2,0,386,3838992384,19879837696,2302541824,37863096320,0,0,0,1372160,11164,18947,4.606,2.573,92.573,0.249,0
4.283,2.204,93.015,0.499,0,0,26611712,333,333,0,0,5393,10282,0,2,114,3844583424,19847139328,2302545920,37890228224,0,0,0,26611712,5392,10165,4.239,2.161,93.101,0.499,0
8.047,5.826,84.493,1.635,0,0,9781248,0,1360,0,0,17916,44960,1,0,519,3948216320,19741954048,2302640128,37890449408,0,0,0,9781248,17916,44960,8.057,5.833,84.473,1.637,0
13.433,3.856,80.141,2.570,0,7716864,97431552,160,2482,0,0,8999,23861,6,2,199,4091858944,19455541248,2302668800,38026297344,0,0,7716864,97431552,9000,23879,13.505,3.853,80.075,2.568,0
11.000,3.778,80.116,5.106,0,0,116715520,160,14300,0,0,8672,30143,3,2,102,4145655808,19329753088,2302701568,38097936384,0,0,0,116719616,8687,30181,10.959,3.819,80.116,5.106,0
20.166,2.490,76.100,1.245,0,0,6979584,80,6847,0,0,10467,24857,6,0,219,4326629376,19168415744,2302713856,38076399616,0,0,0,6975488,10451,24804,20.141,2.450,76.163,1.246,0
33.623,2.692,63.644,0.041,0,0,1146880,0,3972,0,0,6035,25002,6,1,51,4513800192,18978107392,2302713856,38076653568,0,0,0,1146880,6036,25059,33.692,2.770,63.497,0.041,0
41.047,2.410,56.502,0.042,0,0,589824,80,2958,0,0,6283,19752,14,0,17,4679503872,18811080704,2302717952,38076686336,0,0,0,589824,6285,19736,41.113,2.326,56.520,0.042,0
23.353,1.918,74.562,0.167,0,0,856064,17628,23054,0,0,5102,10947,0,0,19,4703936512,18785144832,2302730240,38076809216,0,0,0,856064,5099,10903,23.164,1.920,74.750,0.167,0
3.796,1.544,94.660,0,0,0,0,12564,13618,0,0,2013,5215,2,0,62,4756652032,18731171840,2302730240,38076854272,0,0,0,0,2013,5215,3.840,1.586,94.574,0,0
8.319,0.832,90.849,0,0,0,118784,66940,67386,0,0,3096,7575,5,0,11,4788371456,18697936896,2302734336,38076870656,0,0,0,118784,3097,7601,8.313,0.831,90.856,0,0
4.915,1.291,91.337,2.457,0,0,4194304,207,2098,0,0,3238,6123,0,1,8,4831363072,18654322688,2302799872,38077304832,0,0,0,4194304,3237,6099,4.913,1.291,91.341,2.456,0
2.830,1.415,93.383,2.372,0,344064,3649536,46700,47329,0,0,3602,7017,1,1,11,4843618304,18641547264,2302840832,38077595648,0,0,344064,3649536,3602,7015,2.794,1.376,93.453,2.377,0
5.467,1.836,91.402,1.294,0,40960,1605632,118141,118645,0,0,4469,11866,5,0,13,4856528896,18628550656,2302885888,38077284352,0,0,40960,1605632,4469,11875,5.467,1.836,91.402,1.294,0
4.083,1.458,93.583,0.875,0,0,1368064,160923,161552,0,0,3454,10220,1,1,8,4889038848,18595827712,2302898176,38077444096,0,0,0,1372160,3458,10222,4.078,1.457,93.591,0.874,0
4.415,1.166,93.294,1.125,0,0,1478656,144199,145193,0,0,3837,10135,1,0,2,4921487360,18563035136,2302910464,38077644800,0,0,0,1474560,3833,10125,4.420,1.168,93.286,1.126,0
4.600,2.818,92.209,0.373,0,0,1306624,990,2194,0,0,7679,25415,2,0,122,4653113344,18790453248,2303012864,38118232064,0,0,0,1306624,7679,25434,4.636,2.856,92.136,0.373,0
3.987,2.949,92.733,0.332,0,0,921600,0,392,0,0,6601,23136,1,0,63,4653871104,18731491328,2303062016,38174838784,0,0,0,921600,6601,23129,3.950,2.911,92.807,0.333,0
4.386,2.590,93.024,0,0,0,0,0,252,0,0,3584,27665,1,0,7,4637773824,18648199168,2303062016,38271901696,0,0,0,0,3584,27678,4.420,2.585,92.994,0,0
4.716,2.170,93.114,0,0,0,0,0,1447,0,0,3619,26320,3,0,7,4637741056,18487771136,2303062016,38430109696,0,0,0,0,3620,26324,4.678,2.256,93.066,0,0
4.674,2.379,92.947,0,0,0,0,0,377,0,0,4308,28485,3,0,10,4632571904,18312253440,2303062016,38608781312,0,0,0,0,4308,28483,4.673,2.295,93.033,0,0
3.833,2.500,93.417,0.250,0,0,868352,0,252,0,0,5675,24810,1,0,59,4630458368,18215837696,2303127552,38705569792,0,0,0,868352,5678,24795,3.838,2.503,93.408,0.250,0
3.817,2.158,93.485,0.539,0,0,1556480,0,377,0,0,5792,10096,1,0,89,4603838464,18208169984,2303184896,38738558976,0,0,0,1556480,5788,10083,3.854,2.196,93.411,0.539,0
0.459,1.501,97.998,0.042,0,0,1605632,0,504,0,0,1959,2729,0,0,13,4604215296,18209107968,2303184896,38737281024,0,0,0,1605632,1959,2729,0.417,1.460,98.082,0.042,0
